,Info,Name-PGN-Site,PGN File,NameForJSON,First Name,Last Name,Wiki-FirstName,Wiki Name,Birth Date,Death Date,Year Grandmaster,Country,Wikipedia Page,Name For Wiki Search,Wikipedia Search Link,Wiki Search Results,First Wiki Result,wiki_url,wiki_summary,Wiki Page Title
209,"Richard Teichmann, 536 games",Richard Teichmann,Teichmann.pgn,Teichmann,Richard,Teichmann,,,,,,,,Richard+Teichmann+chess,https://en.wikipedia.org/w/index.php?search=Richard+Teichmann+chess,"['Richard Teichmann', 'Teichmann', 'Paul Johner', 'Oldřich Duras', 'Carlsbad 1911 chess tournament', 'Hans Fahrni', 'Paul Lipke', 'Erich Cohn', 'Otto Wegemund', 'Louis van Vliet']",Richard Teichmann,https://en.wikipedia.org/wiki/Richard_Teichmann,"Richard Teichmann (24 December 1868 in Lehnitzsch bei Altenburg, Thuringia – 15 June 1925 in Berlin) was a German chess master.
He was known as ""Richard the Fifth"" because he often finished in fifth place in tournaments. But in Karlsbad 1911, he scored a convincing win, crushing Akiba Rubinstein and Carl Schlechter with the same line of the Ruy Lopez. Edward Lasker recounted the witty way in which Teichmann demonstrated the Schlechter win in his book Chess Secrets I learned from the Masters, and generally admired Teichmann's mastery.
He had a plus score against Alexander Alekhine (+3-2=2), drawing a match in 1921 when Alekhine was regarded as a world title challenger to José Raúl Capablanca. He even won as Black against Alekhine at Berlin 1921: 1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6 5. Nc3 f6 6. d4 exd4 7. Qxd4 Qxd4 8. Nxd4 Bd6 9. Nde2 Ne7 10. Bf4 Be6 11. Bxd6 cxd6 12. O-O-O O-O-O 13. Rhe1 Bf7 14. Nd4 Rhe8 15. f3 Kc7 16. a4 b5 17. axb5 axb5 18. b4 Nc8 19. Nf5 g6 20. Ne3 Nb6 21. Kb2 d5 22. Rd4 f5 23. Ra1 Nc8 24. g4 dxe4 25. Rxd8 Kxd8 26. fxe4 f4 27. Rd1+ Kc7 28. Rf1 g5 29. Nf5 Nd6 30. Ra1 Nc4+ 31. Kc1 Kb6 32. Nd4 h5 33. gxh5 Bxh5 34. Nb3 f3 35. Nd2 Ne3 36. Ra3 f2 37. Na4+ bxa4 38. Rxe3 Rd8 0-1.
Teichmann's records against Emanuel Lasker and Capablanca were poor (+0-4=0 and +0-2=1); however, he scored wins against all the other leading players of his day, e.g. Carl Schlechter (+4-2=21), Frank Marshall (+7-7=17), Aron Nimzowitsch (+1-1=5), Siegbert Tarrasch (+5-7=2), Akiba Rubinstein (+5-6=11), Géza Maróczy (+1-2=12) and David Janowski (+4-5=4).
Throughout his chess career Teichmann was handicapped by chronic eye trouble. He had only one eye, and eye trouble caused him to withdraw from the 1899 London Tournament after only four rounds.",Richard Teichmann
210,"Jan Timman, 3487 games",Jan Timman,Timman.pgn,Timman,Jan,Timman,Jan,Jan Timman ,1951-12-14,,1974-01-01, Netherlands,,Jan+Timman+chess,https://en.wikipedia.org/w/index.php?search=Jan+Timman+chess,"['Jan Timman', 'Jana Jacková', 'World Chess Championship 1993', 'Phillips & Drew Kings', 'King walk', 'New In Chess', 'Dirk Jan ten Geuzendam', '1981 in chess', 'Howard Staunton Memorial Tournament', 'Dennis Dieks']",Jan Timman,https://en.wikipedia.org/wiki/Jan_Timman,"Jan Timman (born 14 December 1951) is a Dutch chess Grandmaster who was one of the world's leading players from the late 1970s to the early 1990s. At the peak of his career he was considered to be the best non-Soviet player and was known as ""The Best of the West"". He has won the Dutch Chess Championship nine times and has been a Candidate for the World Championship several times. He lost the title match of the 1993 FIDE World Championship against Anatoly Karpov.",Jan Timman
211,"Sergei Tiviakov, 2738 games",Sergei Tiviakov,Tiviakov.pgn,Tiviakov,Sergei,Tiviakov,Sergei,Sergei Tiviakov ,1973-02-14,,1991-01-01, Netherlands,,Sergei+Tiviakov+chess,https://en.wikipedia.org/w/index.php?search=Sergei+Tiviakov+chess,"['Sergei Tiviakov', 'Ashot Anastasian', 'Alexey Korotylev', 'Slim Belkhodja', 'Lexy Ortega', 'Viorel Iordăchescu', 'Evgeny Gleizerov', 'Jayson Gonzales', 'Merab Gagunashvili', 'Boris Savchenko']",Sergei Tiviakov,https://en.wikipedia.org/wiki/Sergei_Tiviakov,"Sergei Tiviakov (Russian: Серге́й Тивяков; born 14 February 1973 in Krasnodar, Russia) is a Dutch chess grandmaster.
Tiviakov won the World Under-18 Championship in 1990 in Singapore. He was awarded the Grandmaster title in 1991.
Tiviakov won the Dutch Chess Championship in 2006 and 2007. In 2008, in Plovdiv, Bulgaria he won the European Individual Chess Championship.
Tiviakov won the Politiken Cup in Helsingør, Denmark in July 2008 on tiebreak after scoring 8/10. In 2009 he won the 13th Unive Tournament in Hoogeveen. In 2011 he came first in the Fagernes Chess Festival, in the 5th Leiden Chess Tournament and in the First Panama Chess Open. In 2015 Tiviakov won the 24th Paul Keres Memorial Rapid Tournament in Tallinn.
His first Olympiad appearance was for Russia at the Moscow event in 1994, when he took home a gold medal in celebration of the team's winning performance. He played for the Dutch team at each of the events held from 2000–2006, with an overall record of +14 −2 =33 (62.2%).
At the European Team Chess Championships, he has earned three gold medals (two team and one individual) for his contribution to the successful Dutch teams of 2001 (León) and 2005 (Gothenburg). At León, he registered a 77.8% score.",Sergei Tiviakov
212,"Vladislav Tkachiev, 1598 games",Vladislav Tkachiev,Tkachiev.pgn,Tkachiev,Vladislav,Tkachiev,Vladislav,Vladislav Tkachiev ,1973-11-09,,1996-01-01, France,,Vladislav+Tkachiev+chess,https://en.wikipedia.org/w/index.php?search=Vladislav+Tkachiev+chess,"['Vladislav Tkachiev', 'Vladislav Artemiev', 'Ivan Cheparinov', 'FIDE World Chess Championship 1998', 'Alexander Motylev', 'Emil Sutovsky', 'Alexander Morozevich', 'Maxime Vachier-Lagrave', '40th Chess Olympiad', 'London Chess Classic']",Vladislav Tkachiev,https://en.wikipedia.org/wiki/Vladislav_Tkachiev,"Vladislav Tkachiev (Владислав Ткачёв, born Moscow November 9, 1973) is a French-Russian-Kazakhstani chess player.",Vladislav Tkachiev
213,"Evgeny Tomashevsky, 1189 games",Evgeny Tomashevsky,Tomashevsky.pgn,Tomashevsky,Evgeny,Tomashevsky,Evgeny,Evgeny Tomashevsky ,1987-07-01,,2005-01-01, Russia,,Evgeny+Tomashevsky+chess,https://en.wikipedia.org/w/index.php?search=Evgeny+Tomashevsky+chess,"['Evgeny Tomashevsky', 'Tomaszewski', 'Vladimir Potkin', '2013 European Individual Chess Championship', 'Alexander Evdokimov', 'Viacheslav Zakhartsov', 'Boris Tomashevsky', 'Andrei Deviatkin', 'Ildar Khairullin', 'Yuri Razuvaev']",Evgeny Tomashevsky,https://en.wikipedia.org/wiki/Evgeny_Tomashevsky,Evgeny Yuryevich Tomashevsky (Russian: Евгений Юрьевич Томашевский; born 1 July 1987) is a Russian chess grandmaster. He was European champion in 2009 and Russian champion in 2015.,Evgeny Tomashevsky
214,"Veselin Topalov, 2325 games",Veselin Topalov,Topalov.pgn,Topalov,Veselin,Topalov,Veselin,Veselin Topalov ,1975-03-15,,1992-01-01, Bulgaria,,Veselin+Topalov+chess,https://en.wikipedia.org/w/index.php?search=Veselin+Topalov+chess,"['Veselin Topalov', 'Topalov', 'M-Tel Masters', 'Veselin', 'FIDE World Chess Championship 2005', 'Pearl Spring chess tournament', 'Linares International Chess Tournament', '2009 in chess', 'Liviu-Dieter Nisipeanu', 'World Chess Championship 2010']",Veselin Topalov,https://en.wikipedia.org/wiki/Veselin_Topalov,"Veselin Aleksandrov Topalov (pronounced [vɛsɛˈlin toˈpɑlof]; Bulgarian: Весели́н Александров Топа́лов; born 15 March 1975) is a Bulgarian chess grandmaster and former FIDE World Chess Champion.
Topalov became FIDE World Chess Champion by winning the FIDE World Chess Championship 2005. He lost his title in the World Chess Championship 2006 against Vladimir Kramnik. He challenged Viswanathan Anand at the World Chess Championship 2010, losing 6½–5½. He won the 2005 Chess Oscar.
He was ranked world number one from April 2006 to January 2007. He regained the top ranking in October 2008 until January 2010. His peak rating was 2816 in July 2015, placing him equal-eighth on the highest FIDE-rated players.
Topalov has competed at nine Chess Olympiads (1994-2000, 2008-2016), winning board one gold in 2014 and scoring best overall performance in 1994. He also won in Linares, Corus, Dortmund, Stavanger and Pearl Spring tournaments.",Veselin Topalov
215,"Carlos Torre Repetto, 175 games",Carlos Torre Repetto,TorreRepetto.pgn,TorreRepetto,Carlos,Torre Repetto,Carlos,Carlos Torre Repetto,1905-11-23,1978-03-19,1977-01-01, Mexico,,Carlos+Torre+Repetto+chess,https://en.wikipedia.org/w/index.php?search=Carlos+Torre+Repetto+chess,"['Carlos Torre Repetto', 'Carlos Torre Repetto Memorial', 'Torre (surname)', 'Torre Attack', 'Windmill (chess)', 'Marcel Sisniega Campbell', 'Abraham Kupchik', 'Stasch Mlotkowski', 'Alejandro Ramírez (chess player)', 'Chess Fever']",Carlos Torre Repetto,https://en.wikipedia.org/wiki/Carlos_Torre_Repetto,"Carlos Jesús Torre Repetto (29 November 1904 in Mérida, Yucatán – 19 March 1978 in Mérida, Yucatán) was a chess grandmaster from Mexico.",Carlos Torre Repetto
216,"Wolfgang Uhlmann, 2537 games",Wolfgang Uhlmann,Uhlmann.pgn,Uhlmann,Wolfgang,Uhlmann,Wolfgang,Wolfgang Uhlmann,1935-03-29,,1959-01-01, Germany,,Wolfgang+Uhlmann+chess,https://en.wikipedia.org/w/index.php?search=Wolfgang+Uhlmann+chess,"['Wolfgang Uhlmann', 'Uhlmann', 'Bruno Parma', 'Alina Kashlinskaya', 'Rainer Knaak', 'Manuel Aaron', 'Andreas Dückstein', 'Eleazar Jiménez', 'Nukhim Rashkovsky', '16th Chess Olympiad']",Wolfgang Uhlmann,https://en.wikipedia.org/wiki/Wolfgang_Uhlmann,"Wolfgang Uhlmann (born 29 March 1935) is a prominent German International Grandmaster of chess. Despite being a dedicated professional chess player, and undoubtedly the GDR's most successful ever, he has also had a career in accountancy.",Wolfgang Uhlmann
217,"Wolfgang Unzicker, 1265 games",Wolfgang Unzicker,Unzicker.pgn,Unzicker,Wolfgang,Unzicker,Wolfgang,Wolfgang Unzicker,1925-06-26,2006-04-20,1954-01-01, Germany,,Wolfgang+Unzicker+chess,https://en.wikipedia.org/w/index.php?search=Wolfgang+Unzicker+chess,"['Wolfgang Unzicker', 'International Judge of Chess Compositions', 'Edith Keller-Herrmann', 'Willi Schlage', 'Gottlieb Machate', 'Ludwig Schmitt', 'Friedrich Nürnberg', 'Klaus Junge', 'Helmut Pfleger', 'Ludwig Rödl']",Wolfgang Unzicker,https://en.wikipedia.org/wiki/Wolfgang_Unzicker,"Wolfgang Unzicker (26 June 1925 – 20 April 2006) was one of the strongest German chess Grandmasters from 1945 to about 1970. He decided against making chess his profession, choosing law instead. Unzicker was at times the world's strongest amateur chess player, and World Champion Anatoly Karpov called him the ""world champion of amateurs"".
Unzicker was born in Pirmasens, a small town near Kaiserslautern in the province of Rhineland-Palatinate. His father taught him how to play chess at age 10. His brother, four years older, was also a chess player but was killed in World War II. Unzicker began to play tournaments abroad in 1948 as Germany was struggling to rebuild after the war, and achieved the grandmaster title in 1954. He won the German Championship six times from 1948 to 1963 and tied for first in 1965. From 1950 to 1978 Unzicker played in twelve Chess Olympiads, and was first board on ten of them. He played nearly 400 times representing Germany's national team. For many years he was legal advisor for the German Chess Association.
His tournament victories include the first place tie (+6 −0 =9) with Boris Spassky at the Chigorin Memorial in Sochi 1965, first at Maribor 1967 ahead of Samuel Reshevsky, first at Krems, and first at Amsterdam 1980 tied with Hans Ree. In 1950, Unzicker shared the prize for best top-board score (+9 −1 =4) with Miguel Najdorf for his performance on first board for the West German team at the Dubrovnik Chess Olympiad. At the Tel Aviv 1964 Chess Olympiad Unzicker scored 13.5 points playing first board for the West German team that won the bronze medal on the strength of a 3:1 team victory over the Soviet Union. Unzicker also shared fourth place (+2 −1 =14) with Lajos Portisch in the 1966 Piatigorsky Cup in Santa Monica, California. Only Boris Spassky, Bobby Fischer, and Bent Larsen finished ahead of Unzicker. Unzicker placed ahead of world champion Tigran Petrosian, Samuel Reshevsky, Miguel Najdorf, Borislav Ivkov, and Hein Donner. At Hastings 1969–70, Unzicker finished second (+4 −0 =5) after Lajos Portisch and ahead of Svetozar Gligorić and former world champion Vasily Smyslov. Unzicker finished second (+3 −2 =7) to Viktor Korchnoi at South Africa 1979. A retired judge, he was still playing chess as first board on the club team ""Tarrasch Munich"".
Unzicker had a classical chess style modelled after the German player and theorist Siegbert Tarrasch. In 1956 he lost a match to Paul Keres in which both players chose to begin with the Ruy Lopez opening in all eight games.
In 2005, Unzicker celebrated his 80th birthday with his wife Freia, his three sons and their wives and three grandchildren, and a tournament with Karpov, Korchnoi and Spassky took place in his honor. Wolfgang Unzicker died on April 20, 2006, at the age of 80, during a holiday trip to Albufeira/Portugal.",Wolfgang Unzicker
218,"Anna Ushenina, 1220 games",Anna Ushenina,Ushenina.pgn,Ushenina,Anna,Ushenina,Anna,Anna Ushenina ,1985-08-30,,2012-01-01, Ukraine,,Anna+Ushenina+chess,https://en.wikipedia.org/w/index.php?search=Anna+Ushenina+chess,"['Anna Ushenina', 'Ushenin', ""Women's World Chess Championship 2013"", ""Women's World Chess Championship 2012"", 'Ekaterina Korbut', 'Anton Korobov', 'Oksana Vozovic', 'Svetlana Matveeva', ""Women's World Team Chess Championship 2009"", 'Huang Qian']",Anna Ushenina,https://en.wikipedia.org/wiki/Anna_Ushenina,Anna Yuriyivna Ushenina (Ukrainian: Aнна Юріївна Ушеніна; born 30 August 1985) is a Ukrainian chess grandmaster who was Women's World Chess Champion from November 2012 to September 2013.,Anna Ushenina
219,"Maxime Vachier-Lagrave, 1906 games",Maxime Vachier-Lagrave,VachierLagrave.pgn,VachierLagrave,Maxime,Vachier-Lagrave,Maxime,Maxime Vachier-Lagrave ,1990-10-21,,2005-01-01, France,,Maxime+Vachier-Lagrave+chess,https://en.wikipedia.org/w/index.php?search=Maxime+Vachier-Lagrave+chess,"['Maxime Vachier-Lagrave', 'Maxime', 'Dortmund Sparkassen Chess Meeting', 'Norway Chess', 'Biel Chess Festival', 'MVL', 'Sergei Zhigalko', 'French Chess Championship', 'Romain Édouard', 'Isan Reynaldo Ortiz Suárez']",Maxime Vachier-Lagrave,https://en.wikipedia.org/wiki/Maxime_Vachier-Lagrave,"Maxime Vachier-Lagrave (French pronunciation: ​[maksˈim vaˈʃje laɡʁˈav]; born 21 October 1990), sometimes referred to as MVL, is a French chess Grandmaster and the 2009 World Junior Chess Champion. He is currently the No. 1 ranked player in France and the eighth highest rated player in the world.
Vachier-Lagrave is a three-time French champion (2007, 2011, shared 2012) and four-time winner of the Biel Grandmaster Tournament (2009, 2013, 2014, 2015). He also holds a university degree in mathematics, which he earned in 2010.",Maxime Vachier-Lagrave
220,"Rafael Vaganian, 2294 games",Rafael Vaganian,Vaganian.pgn,Vaganian,Rafael,Vaganian,Rafael,Rafael Vaganian ,1951-10-15,,1971-01-01, Armenia,,Rafael+Vaganian+chess,https://en.wikipedia.org/w/index.php?search=Rafael+Vaganian+chess,"['Rafael Vaganian', 'Phillips & Drew Kings', 'Albert Kapengut', 'István Csom', 'Slim Belkhodja', 'World Blitz Chess Championship', 'List of Armenian chess players', 'Skewer (chess)', 'Arshak Petrosian', 'Vlatko Kovačević']",Rafael Vaganian,https://en.wikipedia.org/wiki/Rafael_Vaganian,"Rafael Vaganian (Armenian: Ռաֆայել Արտյոմի Վահանյան, Rrafayel Artyomi Vahanyan, Russian: Рафаэль Артёмович Ваганян, Rafael Artemovich Vaganyan) is an Armenian chess grandmaster known for his sharp tactical style of play. Vaganian was born on 15 October 1951 in Yerevan.",Rafael Vaganian
221,"Francisco Vallejo Pons, 2102 games",Francisco Vallejo Pons,VallejoPons.pgn,VallejoPons,Francisco,Vallejo Pons,Francisco,Francisco Vallejo Pons ,1982-08-21,,1999-01-01, Spain,,Francisco+Vallejo+Pons+chess,https://en.wikipedia.org/w/index.php?search=Francisco+Vallejo+Pons+chess,"['Francisco Vallejo Pons', 'Vallejo', 'Chess World Cup 2005', 'List of Spanish chess players', 'Stanislav Savchenko', 'Oliver Barbosa', 'Rodrigo Vásquez Schroder', 'Linares International Chess Tournament', 'Constantin Lupulescu', 'Miguel Illescas']",Francisco Vallejo Pons,https://en.wikipedia.org/wiki/Francisco_Vallejo_Pons,"Francisco Vallejo Pons (born 21 August 1982 in Es Castell, Minorca) is a chess Grandmaster from Spain.
He achieved the grandmaster title at the age of 16 years and 9 months. He won the under-18 World Chess Youth Championship in 2000.
He won Leon after defeating Veselin Topalov 3½-2½.
In 2013 he tied for first at the European Individual Championship.",Francisco Vallejo Pons
